Variante_Dados,Modelo,algorithm,init,max_iter,n_clusters,n_init,random_state,N_Clusters,Ruido_%,Silhouette,Davies_Bouldin,Calinski_Harabasz,Inercia,Min_Cluster_%,batch_size,covariance_type,n_components,branching_factor,threshold
Atual_M2_PCA95,Birch,,,,6.0,,,6,0.0,0.1413,2.1498,630.9028,,10.93,,,,50.0,0.5
Atual_M2_PCA95,Birch,,,,7.0,,,7,0.0,0.1277,2.2401,595.5071,,10.13,,,,50.0,0.05
Atual_M2_PCA95,Birch,,,,7.0,,,7,0.0,0.125,2.0681,587.6006,,6.63,,,,50.0,0.1
Atual_M2_PCA95,Birch,,,,7.0,,,7,0.0,0.1277,2.1241,586.1227,,8.37,,,,50.0,0.25
Atual_M2_PCA95,Birch,,,,7.0,,,7,0.0,0.1246,2.1659,559.64,,5.57,,,,50.0,0.5
Atual_M2_PCA95,Birch,,,,8.0,,,8,0.0,0.1189,2.239,542.4698,,5.57,,,,50.0,0.05
Atual_M2_PCA95,Birch,,,,8.0,,,8,0.0,0.107,2.1538,536.4847,,6.63,,,,50.0,0.1
Atual_M2_PCA95,Birch,,,,8.0,,,8,0.0,0.1153,2.2376,536.948,,8.37,,,,50.0,0.25
Atual_M2_PCA95,Birch,,,,8.0,,,8,0.0,0.1193,2.0884,545.7254,,5.57,,,,50.0,0.5
Atual_M2_PCA95,Birch,,,,9.0,,,9,0.0,0.1215,2.1697,495.7062,,4.8,,,,50.0,0.05
Atual_M2_PCA95,Birch,,,,9.0,,,9,0.0,0.112,2.2155,497.0199,,6.63,,,,50.0,0.1
Atual_M2_PCA95,Birch,,,,9.0,,,9,0.0,0.1094,2.2725,497.9295,,8.37,,,,50.0,0.25
Atual_M2_PCA95,Birch,,,,9.0,,,9,0.0,0.122,2.178,502.2685,,5.57,,,,50.0,0.5
Atual_M2_PCA95,Birch,,,,10.0,,,10,0.0,0.1066,2.2057,462.9757,,4.8,,,,50.0,0.05
Atual_M2_PCA95,Birch,,,,10.0,,,10,0.0,0.1074,2.1182,459.7542,,3.77,,,,50.0,0.1
Atual_M2_PCA95,Birch,,,,10.0,,,10,0.0,0.1033,2.1677,461.9547,,3.5,,,,50.0,0.25
Atual_M2_PCA95,Birch,,,,10.0,,,10,0.0,0.1165,2.288,463.6467,,5.57,,,,50.0,0.5
Numericas_Engenharia,KMeans,lloyd,k-means++,300.0,2.0,20.0,42.0,2,0.0,0.4328,0.8874,3065.3427,6345.854,35.63,,,,,
Numericas_Engenharia,KMeans,lloyd,k-means++,300.0,2.0,50.0,42.0,2,0.0,0.4328,0.8874,3065.3427,6345.854,35.63,,,,,
Numericas_Engenharia,KMeans,lloyd,k-means++,300.0,3.0,20.0,42.0,3,0.0,0.3947,0.9655,3017.2159,4258.9245,29.07,,,,,
Numericas_Engenharia,KMeans,lloyd,k-means++,300.0,3.0,50.0,42.0,3,0.0,0.3947,0.9655,3017.2159,4258.9245,29.07,,,,,
Numericas_Engenharia,KMeans,lloyd,k-means++,300.0,4.0,20.0,42.0,4,0.0,0.3496,1.0369,2722.2643,3444.5964,18.73,,,,,
Numericas_Engenharia,KMeans,lloyd,k-means++,300.0,4.0,50.0,42.0,4,0.0,0.3499,1.0345,2722.3117,3444.5581,18.4,,,,,
Numericas_Engenharia,KMeans,lloyd,k-means++,300.0,5.0,20.0,42.0,5,0.0,0.3567,0.9459,2745.0093,2750.5102,11.53,,,,,
Numericas_Engenharia,KMeans,lloyd,k-means++,300.0,5.0,50.0,42.0,5,0.0,0.3567,0.9459,2745.0093,2750.5102,11.53,,,,,
Numericas_Engenharia,KMeans,lloyd,k-means++,300.0,6.0,20.0,42.0,6,0.0,0.3473,0.9824,2690.3578,2336.5087,11.07,,,,,
Numericas_Engenharia,KMeans,lloyd,k-means++,300.0,6.0,50.0,42.0,6,0.0,0.3489,0.9763,2690.4844,2336.4228,11.0,,,,,
Numericas_Engenharia,KMeans,lloyd,k-means++,300.0,7.0,20.0,42.0,7,0.0,0.3319,1.0679,2539.114,2107.4126,10.07,,,,,
Numericas_Engenharia,KMeans,lloyd,k-means++,300.0,7.0,50.0,42.0,7,0.0,0.332,1.0692,2539.2172,2107.3228,10.03,,,,,
Numericas_Engenharia,KMeans,lloyd,k-means++,300.0,8.0,20.0,42.0,8,0.0,0.3456,1.0223,2457.6394,1901.4149,9.7,,,,,
Numericas_Engenharia,KMeans,lloyd,k-means++,300.0,8.0,50.0,42.0,8,0.0,0.3456,1.0223,2457.6394,1901.4149,9.7,,,,,
Numericas_Engenharia,KMeans,lloyd,k-means++,300.0,9.0,20.0,42.0,9,0.0,0.3266,1.1092,2342.2107,1766.6633,8.63,,,,,
Numericas_Engenharia,KMeans,lloyd,k-means++,300.0,9.0,50.0,42.0,9,0.0,0.3266,1.1092,2342.2107,1766.6633,8.63,,,,,
Numericas_Engenharia,KMeans,lloyd,k-means++,300.0,10.0,20.0,42.0,10,0.0,0.3235,1.0942,2257.6185,1646.375,8.23,,,,,
Numericas_Engenharia,KMeans,lloyd,k-means++,300.0,10.0,50.0,42.0,10,0.0,0.3235,1.0942,2257.6185,1646.375,8.23,,,,,
Numericas_Engenharia,KMeans,lloyd,k-means++,500.0,2.0,20.0,42.0,2,0.0,0.4328,0.8874,3065.3427,6345.854,35.63,,,,,
Numericas_Engenharia,KMeans,lloyd,k-means++,500.0,2.0,50.0,42.0,2,0.0,0.4328,0.8874,3065.3427,6345.854,35.63,,,,,
Numericas_Engenharia,KMeans,lloyd,k-means++,500.0,3.0,20.0,42.0,3,0.0,0.3947,0.9655,3017.2159,4258.9245,29.07,,,,,
Numericas_Engenharia,KMeans,lloyd,k-means++,500.0,3.0,50.0,42.0,3,0.0,0.3947,0.9655,3017.2159,4258.9245,29.07,,,,,
Numericas_Engenharia,KMeans,lloyd,k-means++,500.0,4.0,20.0,42.0,4,0.0,0.3496,1.0369,2722.2643,3444.5964,18.73,,,,,
Numericas_Engenharia,KMeans,lloyd,k-means++,500.0,4.0,50.0,42.0,4,0.0,0.3499,1.0345,2722.3117,3444.5581,18.4,,,,,
Numericas_Engenharia,KMeans,lloyd,k-means++,500.0,5.0,20.0,42.0,5,0.0,0.3567,0.9459,2745.0093,2750.5102,11.53,,,,,
Numericas_Engenharia,KMeans,lloyd,k-means++,500.0,5.0,50.0,42.0,5,0.0,0.3567,0.9459,2745.0093,2750.5102,11.53,,,,,
Numericas_Engenharia,KMeans,lloyd,k-means++,500.0,6.0,20.0,42.0,6,0.0,0.3473,0.9824,2690.3578,2336.5087,11.07,,,,,
Numericas_Engenharia,KMeans,lloyd,k-means++,500.0,6.0,50.0,42.0,6,0.0,0.3489,0.9763,2690.4844,2336.4228,11.0,,,,,
Numericas_Engenharia,KMeans,lloyd,k-means++,500.0,7.0,20.0,42.0,7,0.0,0.3319,1.0679,2539.114,2107.4126,10.07,,,,,
Numericas_Engenharia,KMeans,lloyd,k-means++,500.0,7.0,50.0,42.0,7,0.0,0.332,1.0692,2539.2172,2107.3228,10.03,,,,,
Numericas_Engenharia,KMeans,lloyd,k-means++,500.0,8.0,20.0,42.0,8,0.0,0.3456,1.0223,2457.6394,1901.4149,9.7,,,,,
Numericas_Engenharia,KMeans,lloyd,k-means++,500.0,8.0,50.0,42.0,8,0.0,0.3456,1.0223,2457.6394,1901.4149,9.7,,,,,
Numericas_Engenharia,KMeans,lloyd,k-means++,500.0,9.0,20.0,42.0,9,0.0,0.3266,1.1092,2342.2107,1766.6633,8.63,,,,,
Numericas_Engenharia,KMeans,lloyd,k-means++,500.0,9.0,50.0,42.0,9,0.0,0.3266,1.1092,2342.2107,1766.6633,8.63,,,,,
Numericas_Engenharia,KMeans,lloyd,k-means++,500.0,10.0,20.0,42.0,10,0.0,0.3235,1.0942,2257.6185,1646.375,8.23,,,,,
Numericas_Engenharia,KMeans,lloyd,k-means++,500.0,10.0,50.0,42.0,10,0.0,0.3235,1.0942,2257.6185,1646.375,8.23,,,,,
Numericas_Engenharia,MiniBatchKMeans,,k-means++,300.0,2.0,20.0,42.0,2,0.0,0.4322,0.89,3064.9988,6347.8818,35.93,512.0,,,,
Numericas_Engenharia,MiniBatchKMeans,,k-means++,300.0,3.0,20.0,42.0,3,0.0,0.3995,0.9512,2996.5821,4290.7211,26.8,512.0,,,,
Numericas_Engenharia,MiniBatchKMeans,,k-means++,300.0,4.0,20.0,42.0,4,0.0,0.3897,0.8611,2701.573,3469.7383,13.8,512.0,,,,
Numericas_Engenharia,MiniBatchKMeans,,k-means++,300.0,5.0,20.0,42.0,5,0.0,0.3562,0.9451,2742.793,2753.6345,11.8,512.0,,,,
Numericas_Engenharia,MiniBatchKMeans,,k-means++,300.0,6.0,20.0,42.0,6,0.0,0.3476,0.9834,2669.8846,2361.7391,10.57,512.0,,,,
Numericas_Engenharia,MiniBatchKMeans,,k-means++,300.0,7.0,20.0,42.0,7,0.0,0.338,1.0911,2469.2718,2158.7865,10.43,512.0,,,,
Numericas_Engenharia,MiniBatchKMeans,,k-means++,300.0,8.0,20.0,42.0,8,0.0,0.3374,1.0962,2400.6283,1949.1871,9.5,512.0,,,,
Numericas_Engenharia,MiniBatchKMeans,,k-means++,300.0,9.0,20.0,42.0,9,0.0,0.3179,1.1063,2287.305,1806.4691,8.17,512.0,,,,
Numericas_Engenharia,MiniBatchKMeans,,k-means++,300.0,10.0,20.0,42.0,10,0.0,0.3203,1.1821,2186.669,1697.2686,6.6,512.0,,,,
Numericas_Engenharia,MiniBatchKMeans,,k-means++,300.0,2.0,20.0,42.0,2,0.0,0.4327,0.8879,3065.3204,6346.2164,35.7,2048.0,,,,
Numericas_Engenharia,MiniBatchKMeans,,k-means++,300.0,3.0,20.0,42.0,3,0.0,0.4007,0.9494,2993.6858,4298.7513,26.23,2048.0,,,,
Numericas_Engenharia,MiniBatchKMeans,,k-means++,300.0,4.0,20.0,42.0,4,0.0,0.3493,1.0142,2680.2397,3491.4641,14.47,2048.0,,,,
Numericas_Engenharia,MiniBatchKMeans,,k-means++,300.0,5.0,20.0,42.0,5,0.0,0.3547,0.9787,2709.4364,2786.1188,10.97,2048.0,,,,
Numericas_Engenharia,MiniBatchKMeans,,k-means++,300.0,6.0,20.0,42.0,6,0.0,0.3464,0.9843,2688.7638,2339.5308,11.03,2048.0,,,,
Numericas_Engenharia,MiniBatchKMeans,,k-means++,300.0,7.0,20.0,42.0,7,0.0,0.3287,1.0778,2520.127,2124.3134,9.8,2048.0,,,,
Numericas_Engenharia,MiniBatchKMeans,,k-means++,300.0,8.0,20.0,42.0,8,0.0,0.3082,1.158,2385.8733,1953.2345,9.9,2048.0,,,,
Numericas_Engenharia,MiniBatchKMeans,,k-means++,300.0,9.0,20.0,42.0,9,0.0,0.3205,1.1104,2290.6216,1804.5956,8.4,2048.0,,,,
Numericas_Engenharia,MiniBatchKMeans,,k-means++,300.0,10.0,20.0,42.0,10,0.0,0.2937,1.1352,2082.9022,1769.1714,6.0,2048.0,,,,
Numericas_Engenharia,BisectingKMeans,,k-means++,,2.0,10.0,42.0,2,0.0,0.4328,0.8874,3065.3427,6345.843,35.63,,,,,
Numericas_Engenharia,BisectingKMeans,,k-means++,,3.0,10.0,42.0,3,0.0,0.389,0.9632,2874.3292,4398.089,26.67,,,,,
Numericas_Engenharia,BisectingKMeans,,k-means++,,4.0,10.0,42.0,4,0.0,0.3392,1.0652,2600.5415,3561.0903,15.53,,,,,
Numericas_Engenharia,BisectingKMeans,,k-means++,,5.0,10.0,42.0,5,0.0,0.2729,1.2404,2276.7939,3176.2011,15.53,,,,,
Numericas_Engenharia,BisectingKMeans,,k-means++,,6.0,10.0,42.0,6,0.0,0.3098,1.1307,2461.2613,2511.4681,11.33,,,,,
Numericas_Engenharia,BisectingKMeans,,k-means++,,7.0,10.0,42.0,7,0.0,0.3091,1.137,2371.3018,2230.6424,9.8,,,,,
Numericas_Engenharia,BisectingKMeans,,k-means++,,8.0,10.0,42.0,8,0.0,0.3191,1.087,2290.4217,2018.4214,7.87,,,,,
Numericas_Engenharia,BisectingKMeans,,k-means++,,9.0,10.0,42.0,9,0.0,0.2923,1.1856,2151.2936,1900.2474,6.93,,,,,
Numericas_Engenharia,BisectingKMeans,,k-means++,,10.0,10.0,42.0,10,0.0,0.2835,1.2311,2037.3292,1799.4175,6.93,,,,,
Numericas_Engenharia,GaussianMixture,,,,,5.0,42.0,2,0.0,0.2896,1.0383,1109.6068,,20.93,,diag,2.0,,
Numericas_Engenharia,GaussianMixture,,,,,5.0,42.0,3,0.0,0.3914,0.9241,2675.1295,,20.93,,diag,3.0,,
Numericas_Engenharia,GaussianMixture,,,,,5.0,42.0,4,0.0,0.3224,1.3095,1854.9252,,4.87,,diag,4.0,,
Numericas_Engenharia,GaussianMixture,,,,,5.0,42.0,5,0.0,0.2575,1.3939,1853.1014,,4.87,,diag,5.0,,
Numericas_Engenharia,GaussianMixture,,,,,5.0,42.0,6,0.0,0.1692,2.0203,1253.5266,,4.87,,diag,6.0,,
Numericas_Engenharia,GaussianMixture,,,,,5.0,42.0,7,0.0,0.1679,1.8818,1265.9784,,4.87,,diag,7.0,,
Numericas_Engenharia,GaussianMixture,,,,,5.0,42.0,8,0.0,0.1623,1.9948,1134.1263,,4.1,,diag,8.0,,
Numericas_Engenharia,GaussianMixture,,,,,5.0,42.0,9,0.0,0.1429,1.9229,1124.2347,,3.53,,diag,9.0,,
Numericas_Engenharia,GaussianMixture,,,,,5.0,42.0,10,0.0,0.162,1.6718,1002.9635,,0.8,,diag,10.0,,
Numericas_Engenharia,GaussianMixture,,,,,5.0,42.0,2,0.0,0.4379,0.8453,2999.9924,,30.93,,spherical,2.0,,
Numericas_Engenharia,GaussianMixture,,,,,5.0,42.0,3,0.0,0.3946,0.9591,3002.5899,,28.9,,spherical,3.0,,
Numericas_Engenharia,GaussianMixture,,,,,5.0,42.0,4,0.0,0.389,0.7951,2537.7332,,9.67,,spherical,4.0,,
Numericas_Engenharia,GaussianMixture,,,,,5.0,42.0,5,0.0,0.3505,0.891,2524.7306,,9.73,,spherical,5.0,,
Numericas_Engenharia,GaussianMixture,,,,,5.0,42.0,6,0.0,0.3213,0.9509,2464.9907,,8.6,,spherical,6.0,,
Numericas_Engenharia,GaussianMixture,,,,,5.0,42.0,7,0.0,0.3244,1.0221,2409.3341,,9.57,,spherical,7.0,,
Numericas_Engenharia,GaussianMixture,,,,,5.0,42.0,8,0.0,0.2909,0.9642,2133.4938,,4.03,,spherical,8.0,,
Numericas_Engenharia,GaussianMixture,,,,,5.0,42.0,9,0.0,0.2961,0.9766,2124.1687,,4.03,,spherical,9.0,,
Numericas_Engenharia,GaussianMixture,,,,,5.0,42.0,10,0.0,0.3063,1.0042,2108.8134,,4.4,,spherical,10.0,,
Numericas_Engenharia,Birch,,,,2.0,,,2,0.0,0.4051,0.7975,2192.7459,,20.8,,,,25.0,0.05
Numericas_Engenharia,Birch,,,,2.0,,,2,0.0,0.402,0.8112,2181.3951,,21.03,,,,25.0,0.1
Numericas_Engenharia,Birch,,,,2.0,,,2,0.0,0.429,0.8352,2819.3387,,28.33,,,,25.0,0.25
Numericas_Engenharia,Birch,,,,2.0,,,2,0.0,0.4102,0.877,2518.3248,,28.07,,,,25.0,0.5
Numericas_Engenharia,Birch,,,,3.0,,,3,0.0,0.2785,1.4268,1828.2353,,20.8,,,,25.0,0.05
Numericas_Engenharia,Birch,,,,3.0,,,3,0.0,0.2892,1.1187,2154.1726,,21.03,,,,25.0,0.1
Numericas_Engenharia,Birch,,,,3.0,,,3,0.0,0.3598,1.0568,2698.6298,,28.33,,,,25.0,0.25
Numericas_Engenharia,Birch,,,,3.0,,,3,0.0,0.3019,1.0737,2293.7366,,20.23,,,,25.0,0.5
Numericas_Engenharia,Birch,,,,4.0,,,4,0.0,0.2394,1.1757,1718.8915,,12.3,,,,25.0,0.05
Numericas_Engenharia,Birch,,,,4.0,,,4,0.0,0.3003,1.1138,2295.6465,,21.03,,,,25.0,0.1
Numericas_Engenharia,Birch,,,,4.0,,,4,0.0,0.3582,0.9248,2515.5957,,17.87,,,,25.0,0.25
Numericas_Engenharia,Birch,,,,4.0,,,4,0.0,0.252,1.0742,1826.8312,,7.5,,,,25.0,0.5
Numericas_Engenharia,Birch,,,,5.0,,,5,0.0,0.2903,1.077,2201.2508,,12.3,,,,25.0,0.05
Numericas_Engenharia,Birch,,,,5.0,,,5,0.0,0.2573,1.2201,1920.3762,,8.73,,,,25.0,0.1
Numericas_Engenharia,Birch,,,,5.0,,,5,0.0,0.2647,1.1974,2097.1338,,7.9,,,,25.0,0.25
Numericas_Engenharia,Birch,,,,5.0,,,5,0.0,0.2575,1.0863,2007.9553,,7.5,,,,25.0,0.5
Numericas_Engenharia,Birch,,,,6.0,,,6,0.0,0.271,1.1221,1981.4602,,6.5,,,,25.0,0.05
Numericas_Engenharia,Birch,,,,6.0,,,6,0.0,0.2421,1.2449,1723.8121,,6.27,,,,25.0,0.1
Numericas_Engenharia,Birch,,,,6.0,,,6,0.0,0.2229,1.496,1853.8096,,7.9,,,,25.0,0.25
Numericas_Engenharia,Birch,,,,6.0,,,6,0.0,0.2901,1.0843,2238.5094,,7.5,,,,25.0,0.5
Numericas_Engenharia,Birch,,,,7.0,,,7,0.0,0.2556,1.1382,1853.0411,,5.1,,,,25.0,0.05
Numericas_Engenharia,Birch,,,,7.0,,,7,0.0,0.2465,1.1833,1710.9628,,4.93,,,,25.0,0.1
Numericas_Engenharia,Birch,,,,7.0,,,7,0.0,0.2365,1.3929,1785.9019,,6.27,,,,25.0,0.25
Numericas_Engenharia,Birch,,,,7.0,,,7,0.0,0.2774,1.1643,2074.1797,,7.5,,,,25.0,0.5
Numericas_Engenharia,Birch,,,,8.0,,,8,0.0,0.277,1.0972,1951.4774,,5.1,,,,25.0,0.05
Numericas_Engenharia,Birch,,,,8.0,,,8,0.0,0.2127,1.3704,1598.9784,,4.93,,,,25.0,0.1
Numericas_Engenharia,Birch,,,,8.0,,,8,0.0,0.2488,1.315,1667.8979,,6.27,,,,25.0,0.25
Numericas_Engenharia,Birch,,,,8.0,,,8,0.0,0.2608,1.2325,2007.2193,,7.5,,,,25.0,0.5
Numericas_Engenharia,Birch,,,,9.0,,,9,0.0,0.2796,1.109,1822.5527,,5.1,,,,25.0,0.05
Numericas_Engenharia,Birch,,,,9.0,,,9,0.0,0.2197,1.3608,1463.719,,2.9,,,,25.0,0.1
Numericas_Engenharia,Birch,,,,9.0,,,9,0.0,0.2698,1.2757,1760.641,,5.97,,,,25.0,0.25
Numericas_Engenharia,Birch,,,,9.0,,,9,0.0,0.2694,1.2164,1981.025,,4.67,,,,25.0,0.5
Numericas_Engenharia,Birch,,,,10.0,,,10,0.0,0.2828,1.1862,1753.4971,,5.1,,,,25.0,0.05
Numericas_Engenharia,Birch,,,,10.0,,,10,0.0,0.232,1.2587,1415.5615,,2.9,,,,25.0,0.1
Numericas_Engenharia,Birch,,,,10.0,,,10,0.0,0.2774,1.2013,1738.8189,,4.4,,,,25.0,0.25
Numericas_Engenharia,Birch,,,,10.0,,,10,0.0,0.2676,1.2672,1839.3899,,3.73,,,,25.0,0.5
Numericas_Engenharia,Birch,,,,2.0,,,2,0.0,0.4271,0.8399,2798.6649,,28.4,,,,50.0,0.05
Numericas_Engenharia,Birch,,,,2.0,,,2,0.0,0.423,0.7939,2522.1538,,23.23,,,,50.0,0.1
Numericas_Engenharia,Birch,,,,2.0,,,2,0.0,0.4238,0.7921,2535.5491,,23.3,,,,50.0,0.25
Numericas_Engenharia,Birch,,,,2.0,,,2,0.0,0.4234,0.8647,2747.9744,,29.5,,,,50.0,0.5
Numericas_Engenharia,Birch,,,,3.0,,,3,0.0,0.3478,1.0242,2211.8154,,14.67,,,,50.0,0.05
Numericas_Engenharia,Birch,,,,3.0,,,3,0.0,0.3105,1.0933,2381.8317,,23.23,,,,50.0,0.1
Numericas_Engenharia,Birch,,,,3.0,,,3,0.0,0.3422,1.0888,2541.8379,,23.3,,,,50.0,0.25
Numericas_Engenharia,Birch,,,,3.0,,,3,0.0,0.2602,1.0465,2068.1787,,13.67,,,,50.0,0.5
Numericas_Engenharia,Birch,,,,4.0,,,4,0.0,0.2714,1.0955,2083.2559,,14.17,,,,50.0,0.05
Numericas_Engenharia,Birch,,,,4.0,,,4,0.0,0.3345,1.0241,2441.5371,,16.17,,,,50.0,0.1
Numericas_Engenharia,Birch,,,,4.0,,,4,0.0,0.3479,0.9695,2388.5911,,13.5,,,,50.0,0.25
Numericas_Engenharia,Birch,,,,4.0,,,4,0.0,0.2628,1.1574,1972.0502,,13.67,,,,50.0,0.5
Numericas_Engenharia,Birch,,,,5.0,,,5,0.0,0.2368,1.1933,1857.7891,,12.33,,,,50.0,0.05
Numericas_Engenharia,Birch,,,,5.0,,,5,0.0,0.2677,1.1636,2076.3175,,12.6,,,,50.0,0.1
Numericas_Engenharia,Birch,,,,5.0,,,5,0.0,0.2932,1.137,2233.3993,,13.5,,,,50.0,0.25
Numericas_Engenharia,Birch,,,,5.0,,,5,0.0,0.2352,1.2732,1774.5078,,13.67,,,,50.0,0.5
Numericas_Engenharia,Birch,,,,6.0,,,6,0.0,0.2723,1.2039,2198.2252,,12.33,,,,50.0,0.05
Numericas_Engenharia,Birch,,,,6.0,,,6,0.0,0.2318,1.3148,1822.2645,,8.2,,,,50.0,0.1
Numericas_Engenharia,Birch,,,,6.0,,,6,0.0,0.2411,1.2734,1975.8967,,7.73,,,,50.0,0.25
Numericas_Engenharia,Birch,,,,6.0,,,6,0.0,0.261,1.1905,1983.812,,13.67,,,,50.0,0.5
Numericas_Engenharia,Birch,,,,7.0,,,7,0.0,0.2691,1.2679,1971.5381,,7.77,,,,50.0,0.05
Numericas_Engenharia,Birch,,,,7.0,,,7,0.0,0.2383,1.2403,1774.1302,,6.53,,,,50.0,0.1
Numericas_Engenharia,Birch,,,,7.0,,,7,0.0,0.2333,1.228,1818.3119,,7.17,,,,50.0,0.25
Numericas_Engenharia,Birch,,,,7.0,,,7,0.0,0.2813,1.1632,2053.9382,,7.03,,,,50.0,0.5
Numericas_Engenharia,Birch,,,,8.0,,,8,0.0,0.2871,1.2345,1997.7316,,5.17,,,,50.0,0.05
Numericas_Engenharia,Birch,,,,8.0,,,8,0.0,0.2792,1.2348,2075.7925,,6.53,,,,50.0,0.1
Numericas_Engenharia,Birch,,,,8.0,,,8,0.0,0.2481,1.2256,1841.2554,,5.9,,,,50.0,0.25
Numericas_Engenharia,Birch,,,,8.0,,,8,0.0,0.2611,1.2941,1913.3378,,6.43,,,,50.0,0.5
Numericas_Engenharia,Birch,,,,9.0,,,9,0.0,0.2817,1.2351,1874.8689,,5.17,,,,50.0,0.05
Numericas_Engenharia,Birch,,,,9.0,,,9,0.0,0.2883,1.2151,2024.3406,,5.27,,,,50.0,0.1
Numericas_Engenharia,Birch,,,,9.0,,,9,0.0,0.2543,1.1918,1753.0286,,4.53,,,,50.0,0.25
Numericas_Engenharia,Birch,,,,9.0,,,9,0.0,0.2747,1.223,1807.9996,,3.0,,,,50.0,0.5
Numericas_Engenharia,Birch,,,,10.0,,,10,0.0,0.2833,1.2664,1783.5268,,4.7,,,,50.0,0.05
Numericas_Engenharia,Birch,,,,10.0,,,10,0.0,0.2935,1.2465,1882.8145,,2.87,,,,50.0,0.1
Numericas_Engenharia,Birch,,,,10.0,,,10,0.0,0.2488,1.1498,1600.3056,,1.0,,,,50.0,0.25
Numericas_Engenharia,Birch,,,,10.0,,,10,0.0,0.2829,1.179,1690.1779,,2.17,,,,50.0,0.5
