Variante_Dados,Modelo,algorithm,init,max_iter,n_clusters,n_init,random_state,N_Clusters,Ruido_%,Silhouette,Davies_Bouldin,Calinski_Harabasz,Inercia,Min_Cluster_%,batch_size,covariance_type,n_components,branching_factor,threshold
Atual_M2,KMeans,lloyd,k-means++,300.0,2.0,20.0,42.0,2,0.0,0.2784,1.4081,1426.4962,16371.6536,39.07,,,,,
Atual_M2,KMeans,lloyd,k-means++,300.0,2.0,50.0,42.0,2,0.0,0.2784,1.4081,1426.4962,16371.6536,39.07,,,,,
Atual_M2,KMeans,lloyd,k-means++,300.0,3.0,20.0,42.0,3,0.0,0.2151,1.6096,1144.0243,13701.3142,30.67,,,,,
Atual_M2,KMeans,lloyd,k-means++,300.0,3.0,50.0,42.0,3,0.0,0.2151,1.6096,1144.0243,13701.3142,30.67,,,,,
Atual_M2,KMeans,lloyd,k-means++,300.0,4.0,20.0,42.0,4,0.0,0.1787,1.9173,902.1323,12694.3028,18.4,,,,,
Atual_M2,KMeans,lloyd,k-means++,300.0,4.0,50.0,42.0,4,0.0,0.1787,1.9173,902.1323,12694.3028,18.4,,,,,
Atual_M2,KMeans,lloyd,k-means++,300.0,5.0,20.0,42.0,5,0.0,0.1613,1.853,785.7876,11789.1846,10.97,,,,,
Atual_M2,KMeans,lloyd,k-means++,300.0,5.0,50.0,42.0,5,0.0,0.1613,1.853,785.7876,11789.1846,10.97,,,,,
Atual_M2,KMeans,lloyd,k-means++,300.0,6.0,20.0,42.0,6,0.0,0.1563,1.8837,698.1894,11155.007,10.1,,,,,
Atual_M2,KMeans,lloyd,k-means++,300.0,6.0,50.0,42.0,6,0.0,0.156,1.8806,698.2023,11154.8963,10.1,,,,,
Atual_M2,KMeans,lloyd,k-means++,300.0,7.0,20.0,42.0,7,0.0,0.1532,1.9786,628.6753,10689.5657,10.13,,,,,
Atual_M2,KMeans,lloyd,k-means++,300.0,7.0,50.0,42.0,7,0.0,0.153,1.9866,628.7098,10689.2388,10.13,,,,,
Atual_M2,KMeans,lloyd,k-means++,300.0,8.0,20.0,42.0,8,0.0,0.1427,2.0702,575.1498,10300.7702,10.1,,,,,
Atual_M2,KMeans,lloyd,k-means++,300.0,8.0,50.0,42.0,8,0.0,0.1427,2.0702,575.1498,10300.7702,10.1,,,,,
Atual_M2,KMeans,lloyd,k-means++,300.0,9.0,20.0,42.0,9,0.0,0.1333,2.0465,526.4095,10033.931,8.6,,,,,
Atual_M2,KMeans,lloyd,k-means++,300.0,9.0,50.0,42.0,9,0.0,0.1333,2.0465,526.4095,10033.931,8.6,,,,,
Atual_M2,KMeans,lloyd,k-means++,300.0,10.0,20.0,42.0,10,0.0,0.1299,2.0848,488.1811,9784.2093,7.57,,,,,
Atual_M2,KMeans,lloyd,k-means++,300.0,10.0,50.0,42.0,10,0.0,0.1299,2.0848,488.1811,9784.2093,7.57,,,,,
Atual_M2,KMeans,lloyd,k-means++,500.0,2.0,20.0,42.0,2,0.0,0.2784,1.4081,1426.4962,16371.6536,39.07,,,,,
Atual_M2,KMeans,lloyd,k-means++,500.0,2.0,50.0,42.0,2,0.0,0.2784,1.4081,1426.4962,16371.6536,39.07,,,,,
Atual_M2,KMeans,lloyd,k-means++,500.0,3.0,20.0,42.0,3,0.0,0.2151,1.6096,1144.0243,13701.3142,30.67,,,,,
Atual_M2,KMeans,lloyd,k-means++,500.0,3.0,50.0,42.0,3,0.0,0.2151,1.6096,1144.0243,13701.3142,30.67,,,,,
Atual_M2,KMeans,lloyd,k-means++,500.0,4.0,20.0,42.0,4,0.0,0.1787,1.9173,902.1323,12694.3028,18.4,,,,,
Atual_M2,KMeans,lloyd,k-means++,500.0,4.0,50.0,42.0,4,0.0,0.1787,1.9173,902.1323,12694.3028,18.4,,,,,
Atual_M2,KMeans,lloyd,k-means++,500.0,5.0,20.0,42.0,5,0.0,0.1613,1.853,785.7876,11789.1846,10.97,,,,,
Atual_M2,KMeans,lloyd,k-means++,500.0,5.0,50.0,42.0,5,0.0,0.1613,1.853,785.7876,11789.1846,10.97,,,,,
Atual_M2,KMeans,lloyd,k-means++,500.0,6.0,20.0,42.0,6,0.0,0.1563,1.8837,698.1894,11155.007,10.1,,,,,
Atual_M2,KMeans,lloyd,k-means++,500.0,6.0,50.0,42.0,6,0.0,0.156,1.8806,698.2023,11154.8963,10.1,,,,,
Atual_M2,KMeans,lloyd,k-means++,500.0,7.0,20.0,42.0,7,0.0,0.1532,1.9786,628.6753,10689.5657,10.13,,,,,
Atual_M2,KMeans,lloyd,k-means++,500.0,7.0,50.0,42.0,7,0.0,0.153,1.9866,628.7098,10689.2388,10.13,,,,,
Atual_M2,KMeans,lloyd,k-means++,500.0,8.0,20.0,42.0,8,0.0,0.1427,2.0702,575.1498,10300.7702,10.1,,,,,
Atual_M2,KMeans,lloyd,k-means++,500.0,8.0,50.0,42.0,8,0.0,0.1427,2.0702,575.1498,10300.7702,10.1,,,,,
Atual_M2,KMeans,lloyd,k-means++,500.0,9.0,20.0,42.0,9,0.0,0.1333,2.0465,526.4095,10033.931,8.6,,,,,
Atual_M2,KMeans,lloyd,k-means++,500.0,9.0,50.0,42.0,9,0.0,0.1333,2.0465,526.4095,10033.931,8.6,,,,,
Atual_M2,KMeans,lloyd,k-means++,500.0,10.0,20.0,42.0,10,0.0,0.1299,2.0848,488.1811,9784.2093,7.57,,,,,
Atual_M2,KMeans,lloyd,k-means++,500.0,10.0,50.0,42.0,10,0.0,0.1299,2.0848,488.1811,9784.2093,7.57,,,,,
Atual_M2,MiniBatchKMeans,,k-means++,300.0,2.0,20.0,42.0,2,0.0,0.2792,1.404,1426.242,16376.4934,38.5,512.0,,,,
Atual_M2,MiniBatchKMeans,,k-means++,300.0,3.0,20.0,42.0,3,0.0,0.2151,1.6125,1143.7063,13711.7052,30.67,512.0,,,,
Atual_M2,MiniBatchKMeans,,k-means++,300.0,4.0,20.0,42.0,4,0.0,0.1901,1.8692,895.8125,12757.9665,16.43,512.0,,,,
Atual_M2,MiniBatchKMeans,,k-means++,300.0,5.0,20.0,42.0,5,0.0,0.1722,1.9603,742.361,12145.7386,11.8,512.0,,,,
Atual_M2,MiniBatchKMeans,,k-means++,300.0,6.0,20.0,42.0,6,0.0,0.1516,2.0427,673.1817,11408.3255,11.53,512.0,,,,
Atual_M2,MiniBatchKMeans,,k-means++,300.0,7.0,20.0,42.0,7,0.0,0.1358,2.1933,583.4475,11199.3241,9.53,512.0,,,,
Atual_M2,MiniBatchKMeans,,k-means++,300.0,8.0,20.0,42.0,8,0.0,0.1392,2.003,568.1467,10396.7768,8.47,512.0,,,,
Atual_M2,MiniBatchKMeans,,k-means++,300.0,9.0,20.0,42.0,9,0.0,0.1275,2.2199,498.3961,10401.8224,6.87,512.0,,,,
Atual_M2,MiniBatchKMeans,,k-means++,300.0,10.0,20.0,42.0,10,0.0,0.1325,2.1212,482.8517,9869.8499,5.47,512.0,,,,
Atual_M2,MiniBatchKMeans,,k-means++,300.0,2.0,20.0,42.0,2,0.0,0.2808,1.3959,1425.7027,16376.3963,37.43,2048.0,,,,
Atual_M2,MiniBatchKMeans,,k-means++,300.0,3.0,20.0,42.0,3,0.0,0.2149,1.6073,1142.0064,13716.3141,29.87,2048.0,,,,
Atual_M2,MiniBatchKMeans,,k-means++,300.0,4.0,20.0,42.0,4,0.0,0.1602,2.0098,882.4379,12843.5103,22.27,2048.0,,,,
Atual_M2,MiniBatchKMeans,,k-means++,300.0,5.0,20.0,42.0,5,0.0,0.1696,1.8298,784.5038,11805.5512,10.43,2048.0,,,,
Atual_M2,MiniBatchKMeans,,k-means++,300.0,6.0,20.0,42.0,6,0.0,0.1405,2.0104,671.8594,11429.7527,12.77,2048.0,,,,
Atual_M2,MiniBatchKMeans,,k-means++,300.0,7.0,20.0,42.0,7,0.0,0.1391,2.0885,615.7636,10846.117,10.43,2048.0,,,,
Atual_M2,MiniBatchKMeans,,k-means++,300.0,8.0,20.0,42.0,8,0.0,0.1412,2.306,550.3518,10572.4148,9.17,2048.0,,,,
Atual_M2,MiniBatchKMeans,,k-means++,300.0,9.0,20.0,42.0,9,0.0,0.1412,2.1422,519.9866,10125.826,7.93,2048.0,,,,
Atual_M2,MiniBatchKMeans,,k-means++,300.0,10.0,20.0,42.0,10,0.0,0.1297,2.1965,479.9398,9899.3059,6.27,2048.0,,,,
Atual_M2,BisectingKMeans,,k-means++,,2.0,10.0,42.0,2,0.0,0.2776,1.412,1426.3407,16372.3473,39.63,,,,,
Atual_M2,BisectingKMeans,,k-means++,,3.0,10.0,42.0,3,0.0,0.1984,1.6555,1063.3867,14132.6698,26.33,,,,,
Atual_M2,BisectingKMeans,,k-means++,,4.0,10.0,42.0,4,0.0,0.1641,1.9899,881.2839,12835.0975,17.83,,,,,
Atual_M2,BisectingKMeans,,k-means++,,5.0,10.0,42.0,5,0.0,0.1402,2.2325,728.0843,12249.8243,15.23,,,,,
Atual_M2,BisectingKMeans,,k-means++,,6.0,10.0,42.0,6,0.0,0.1415,2.2752,634.037,11735.4823,8.77,,,,,
Atual_M2,BisectingKMeans,,k-means++,,7.0,10.0,42.0,7,0.0,0.1433,2.1584,601.5784,10952.7892,8.77,,,,,
Atual_M2,BisectingKMeans,,k-means++,,8.0,10.0,42.0,8,0.0,0.1313,2.1992,544.0085,10630.9812,5.43,,,,,
Atual_M2,BisectingKMeans,,k-means++,,9.0,10.0,42.0,9,0.0,0.1145,2.2782,493.4855,10414.8078,5.43,,,,,
Atual_M2,BisectingKMeans,,k-means++,,10.0,10.0,42.0,10,0.0,0.1058,2.348,455.2564,10193.2901,5.43,,,,,
Atual_M2,GaussianMixture,,,,,5.0,42.0,2,0.0,0.1826,1.6164,850.4154,,31.4,,diag,2.0,,
Atual_M2,GaussianMixture,,,,,5.0,42.0,3,0.0,0.1454,1.681,706.3245,,14.47,,diag,3.0,,
Atual_M2,GaussianMixture,,,,,5.0,42.0,4,0.0,0.1655,2.1238,723.3254,,7.63,,diag,4.0,,
Atual_M2,GaussianMixture,,,,,5.0,42.0,5,0.0,0.0986,2.1161,500.1246,,10.43,,diag,5.0,,
Atual_M2,GaussianMixture,,,,,5.0,42.0,6,0.0,0.1135,2.1649,494.5896,,5.77,,diag,6.0,,
Atual_M2,GaussianMixture,,,,,5.0,42.0,7,0.0,0.0815,2.587,429.3652,,7.57,,diag,7.0,,
Atual_M2,GaussianMixture,,,,,5.0,42.0,8,0.0,0.0795,2.5604,380.6661,,3.87,,diag,8.0,,
Atual_M2,GaussianMixture,,,,,5.0,42.0,9,0.0,0.0691,2.7146,352.5413,,1.2,,diag,9.0,,
Atual_M2,GaussianMixture,,,,,5.0,42.0,10,0.0,0.0626,3.1245,301.8717,,1.63,,diag,10.0,,
Atual_M2,GaussianMixture,,,,,5.0,42.0,2,0.0,0.2773,1.4138,1425.964,,39.83,,spherical,2.0,,
Atual_M2,GaussianMixture,,,,,5.0,42.0,3,0.0,0.2145,1.5952,1138.7883,,28.07,,spherical,3.0,,
Atual_M2,GaussianMixture,,,,,5.0,42.0,4,0.0,0.1752,1.8852,895.4653,,16.97,,spherical,4.0,,
Atual_M2,GaussianMixture,,,,,5.0,42.0,5,0.0,0.1616,1.8131,770.1888,,9.63,,spherical,5.0,,
Atual_M2,GaussianMixture,,,,,5.0,42.0,6,0.0,0.15,1.8021,688.9203,,9.67,,spherical,6.0,,
Atual_M2,GaussianMixture,,,,,5.0,42.0,7,0.0,0.1425,1.96,620.0833,,9.8,,spherical,7.0,,
Atual_M2,GaussianMixture,,,,,5.0,42.0,8,0.0,0.1244,2.0069,566.0854,,8.07,,spherical,8.0,,
Atual_M2,GaussianMixture,,,,,5.0,42.0,9,0.0,0.1194,2.0702,518.6776,,7.67,,spherical,9.0,,
Atual_M2,GaussianMixture,,,,,5.0,42.0,10,0.0,0.1217,2.0552,483.4993,,6.93,,spherical,10.0,,
Atual_M2,Birch,,,,2.0,,,2,0.0,0.2653,1.4268,1269.2462,,33.1,,,,25.0,0.05
Atual_M2,Birch,,,,2.0,,,2,0.0,0.2542,1.5052,1253.9159,,40.03,,,,25.0,0.1
Atual_M2,Birch,,,,2.0,,,2,0.0,0.2511,1.5134,1203.6627,,37.27,,,,25.0,0.25
Atual_M2,Birch,,,,2.0,,,2,0.0,0.2517,1.5191,1229.7787,,39.83,,,,25.0,0.5
Atual_M2,Birch,,,,3.0,,,3,0.0,0.1929,1.6098,999.7169,,21.0,,,,25.0,0.05
Atual_M2,Birch,,,,3.0,,,3,0.0,0.1952,1.5632,983.8513,,21.13,,,,25.0,0.1
Atual_M2,Birch,,,,3.0,,,3,0.0,0.1941,1.5661,972.3798,,21.0,,,,25.0,0.25
Atual_M2,Birch,,,,3.0,,,3,0.0,0.1917,1.5892,985.2832,,23.8,,,,25.0,0.5
Atual_M2,Birch,,,,4.0,,,4,0.0,0.1725,2.0666,787.893,,21.0,,,,25.0,0.05
Atual_M2,Birch,,,,4.0,,,4,0.0,0.1558,1.8856,816.2623,,14.0,,,,25.0,0.1
Atual_M2,Birch,,,,4.0,,,4,0.0,0.1658,1.9009,769.6577,,10.73,,,,25.0,0.25
Atual_M2,Birch,,,,4.0,,,4,0.0,0.1553,2.0776,809.2016,,18.7,,,,25.0,0.5
Atual_M2,Birch,,,,5.0,,,5,0.0,0.1363,2.2401,682.091,,12.83,,,,25.0,0.05
Atual_M2,Birch,,,,5.0,,,5,0.0,0.1332,2.1106,699.6809,,14.0,,,,25.0,0.1
Atual_M2,Birch,,,,5.0,,,5,0.0,0.1226,2.2794,649.1384,,10.73,,,,25.0,0.25
Atual_M2,Birch,,,,5.0,,,5,0.0,0.1223,2.2536,677.3281,,14.53,,,,25.0,0.5
Atual_M2,Birch,,,,6.0,,,6,0.0,0.1167,2.2559,599.1134,,11.03,,,,25.0,0.05
Atual_M2,Birch,,,,6.0,,,6,0.0,0.1348,2.3044,609.7733,,9.87,,,,25.0,0.1
Atual_M2,Birch,,,,6.0,,,6,0.0,0.1075,2.2455,578.0245,,7.47,,,,25.0,0.25
Atual_M2,Birch,,,,6.0,,,6,0.0,0.1157,2.3579,587.3482,,9.5,,,,25.0,0.5
Atual_M2,Birch,,,,7.0,,,7,0.0,0.1165,2.151,535.3563,,5.77,,,,25.0,0.05
Atual_M2,Birch,,,,7.0,,,7,0.0,0.1253,2.1798,562.0336,,8.67,,,,25.0,0.1
Atual_M2,Birch,,,,7.0,,,7,0.0,0.1122,2.2439,519.9513,,7.47,,,,25.0,0.25
Atual_M2,Birch,,,,7.0,,,7,0.0,0.1106,2.3255,521.0043,,6.33,,,,25.0,0.5
Atual_M2,Birch,,,,8.0,,,8,0.0,0.1142,2.0773,506.3463,,5.77,,,,25.0,0.05
Atual_M2,Birch,,,,8.0,,,8,0.0,0.1097,2.2312,507.5901,,7.8,,,,25.0,0.1
Atual_M2,Birch,,,,8.0,,,8,0.0,0.1088,2.3596,470.6523,,6.23,,,,25.0,0.25
Atual_M2,Birch,,,,8.0,,,8,0.0,0.1066,2.2295,498.7965,,6.33,,,,25.0,0.5
Atual_M2,Birch,,,,9.0,,,9,0.0,0.101,2.1636,466.4207,,5.77,,,,25.0,0.05
Atual_M2,Birch,,,,9.0,,,9,0.0,0.1107,2.3406,461.8633,,7.2,,,,25.0,0.1
Atual_M2,Birch,,,,9.0,,,9,0.0,0.1001,2.2669,451.9131,,6.23,,,,25.0,0.25
Atual_M2,Birch,,,,9.0,,,9,0.0,0.1091,2.2414,453.2838,,3.9,,,,25.0,0.5
Atual_M2,Birch,,,,10.0,,,10,0.0,0.1047,2.2892,428.792,,4.47,,,,25.0,0.05
Atual_M2,Birch,,,,10.0,,,10,0.0,0.1082,2.4116,428.575,,7.2,,,,25.0,0.1
Atual_M2,Birch,,,,10.0,,,10,0.0,0.098,2.3492,416.2629,,6.23,,,,25.0,0.25
Atual_M2,Birch,,,,10.0,,,10,0.0,0.0988,2.2611,423.6151,,3.9,,,,25.0,0.5
Atual_M2,Birch,,,,2.0,,,2,0.0,0.2432,1.55,1204.8163,,43.1,,,,50.0,0.05
Atual_M2,Birch,,,,2.0,,,2,0.0,0.2433,1.5303,1246.2293,,48.57,,,,50.0,0.1
Atual_M2,Birch,,,,2.0,,,2,0.0,0.2581,1.4777,1227.5023,,35.13,,,,50.0,0.25
Atual_M2,Birch,,,,2.0,,,2,0.0,0.255,1.4975,1223.3958,,36.77,,,,50.0,0.5
Atual_M2,Birch,,,,3.0,,,3,0.0,0.1873,1.574,938.4192,,21.07,,,,50.0,0.05
Atual_M2,Birch,,,,3.0,,,3,0.0,0.1687,1.9192,885.9327,,16.53,,,,50.0,0.1
Atual_M2,Birch,,,,3.0,,,3,0.0,0.1886,1.672,989.6281,,26.83,,,,50.0,0.25
Atual_M2,Birch,,,,3.0,,,3,0.0,0.1871,1.6777,981.0276,,27.1,,,,50.0,0.5
Atual_M2,Birch,,,,4.0,,,4,0.0,0.1552,1.9548,805.6865,,17.7,,,,50.0,0.05
Atual_M2,Birch,,,,4.0,,,4,0.0,0.1464,1.9426,814.319,,16.53,,,,50.0,0.1
Atual_M2,Birch,,,,4.0,,,4,0.0,0.1552,2.0292,781.2475,,14.87,,,,50.0,0.25
Atual_M2,Birch,,,,4.0,,,4,0.0,0.1555,2.0728,783.973,,16.13,,,,50.0,0.5
Atual_M2,Birch,,,,5.0,,,5,0.0,0.1315,2.0479,696.1993,,15.1,,,,50.0,0.05
Atual_M2,Birch,,,,5.0,,,5,0.0,0.1479,2.044,688.159,,10.03,,,,50.0,0.1
Atual_M2,Birch,,,,5.0,,,5,0.0,0.1285,2.2124,688.4091,,14.87,,,,50.0,0.25
Atual_M2,Birch,,,,5.0,,,5,0.0,0.1213,2.1975,680.0808,,15.53,,,,50.0,0.5
Atual_M2,Birch,,,,6.0,,,6,0.0,0.1313,2.2992,605.4692,,11.1,,,,50.0,0.05
Atual_M2,Birch,,,,6.0,,,6,0.0,0.1254,2.1441,607.6697,,10.03,,,,50.0,0.1
Atual_M2,Birch,,,,6.0,,,6,0.0,0.1253,2.2338,600.2027,,9.63,,,,50.0,0.25
Atual_M2,Birch,,,,6.0,,,6,0.0,0.1182,2.2554,596.0213,,9.13,,,,50.0,0.5
Atual_M2,Birch,,,,7.0,,,7,0.0,0.1253,2.1839,556.4153,,7.97,,,,50.0,0.05
Atual_M2,Birch,,,,7.0,,,7,0.0,0.1206,2.3661,538.2157,,10.03,,,,50.0,0.1
Atual_M2,Birch,,,,7.0,,,7,0.0,0.1131,2.2732,536.9845,,9.63,,,,50.0,0.25
Atual_M2,Birch,,,,7.0,,,7,0.0,0.1151,2.1764,529.5936,,6.0,,,,50.0,0.5
Atual_M2,Birch,,,,8.0,,,8,0.0,0.107,2.2507,504.3886,,7.0,,,,50.0,0.05
Atual_M2,Birch,,,,8.0,,,8,0.0,0.1175,2.2548,510.9039,,9.43,,,,50.0,0.1
Atual_M2,Birch,,,,8.0,,,8,0.0,0.1083,2.1637,509.1581,,9.63,,,,50.0,0.25
Atual_M2,Birch,,,,8.0,,,8,0.0,0.1083,2.3055,484.432,,6.0,,,,50.0,0.5
Atual_M2,Birch,,,,9.0,,,9,0.0,0.0956,2.315,464.4183,,7.0,,,,50.0,0.05
Atual_M2,Birch,,,,9.0,,,9,0.0,0.1049,2.3181,469.8684,,8.0,,,,50.0,0.1
Atual_M2,Birch,,,,9.0,,,9,0.0,0.0942,2.3162,461.3865,,6.13,,,,50.0,0.25
Atual_M2,Birch,,,,9.0,,,9,0.0,0.1067,2.3289,440.893,,3.77,,,,50.0,0.5
Atual_M2,Birch,,,,10.0,,,10,0.0,0.0994,2.335,429.9154,,6.33,,,,50.0,0.05
Atual_M2,Birch,,,,10.0,,,10,0.0,0.1022,2.2634,435.3096,,5.33,,,,50.0,0.1
Atual_M2,Birch,,,,10.0,,,10,0.0,0.0928,2.3867,423.3692,,5.03,,,,50.0,0.25
Atual_M2,Birch,,,,10.0,,,10,0.0,0.1026,2.2445,432.7721,,3.77,,,,50.0,0.5
Atual_M2_PCA80,KMeans,lloyd,k-means++,300.0,2.0,20.0,42.0,2,0.0,0.3307,1.1974,1928.5127,12106.3148,39.13,,,,,
Atual_M2_PCA80,KMeans,lloyd,k-means++,300.0,2.0,50.0,42.0,2,0.0,0.3307,1.1974,1928.5127,12106.3148,39.13,,,,,
Atual_M2_PCA80,KMeans,lloyd,k-means++,300.0,3.0,20.0,42.0,3,0.0,0.2722,1.3263,1651.5259,9463.7436,30.63,,,,,
Atual_M2_PCA80,KMeans,lloyd,k-means++,300.0,3.0,50.0,42.0,3,0.0,0.2722,1.3263,1651.5259,9463.7436,30.63,,,,,
Atual_M2_PCA80,KMeans,lloyd,k-means++,300.0,4.0,20.0,42.0,4,0.0,0.2283,1.5558,1342.7032,8485.3815,18.47,,,,,
Atual_M2_PCA80,KMeans,lloyd,k-means++,300.0,4.0,50.0,42.0,4,0.0,0.2283,1.5558,1342.7032,8485.3815,18.47,,,,,
Atual_M2_PCA80,KMeans,lloyd,k-means++,300.0,5.0,20.0,42.0,5,0.0,0.2129,1.5157,1198.1756,7650.8099,11.27,,,,,
Atual_M2_PCA80,KMeans,lloyd,k-means++,300.0,5.0,50.0,42.0,5,0.0,0.2129,1.5157,1198.1756,7650.8099,11.27,,,,,
Atual_M2_PCA80,KMeans,lloyd,k-means++,300.0,6.0,20.0,42.0,6,0.0,0.2088,1.524,1091.9802,7045.5605,10.7,,,,,
Atual_M2_PCA80,KMeans,lloyd,k-means++,300.0,6.0,50.0,42.0,6,0.0,0.2088,1.524,1091.9802,7045.5605,10.7,,,,,
Atual_M2_PCA80,KMeans,lloyd,k-means++,300.0,7.0,20.0,42.0,7,0.0,0.2125,1.5632,1002.0019,6612.1452,10.6,,,,,
Atual_M2_PCA80,KMeans,lloyd,k-means++,300.0,7.0,50.0,42.0,7,0.0,0.2123,1.5629,1002.0212,6612.0602,10.73,,,,,
Atual_M2_PCA80,KMeans,lloyd,k-means++,300.0,8.0,20.0,42.0,8,0.0,0.1991,1.5887,933.8307,6246.631,9.4,,,,,
Atual_M2_PCA80,KMeans,lloyd,k-means++,300.0,8.0,50.0,42.0,8,0.0,0.1991,1.5856,933.838,6246.5512,9.17,,,,,
Atual_M2_PCA80,KMeans,lloyd,k-means++,300.0,9.0,20.0,42.0,9,0.0,0.1974,1.6283,864.0049,6008.5248,7.6,,,,,
Atual_M2_PCA80,KMeans,lloyd,k-means++,300.0,9.0,50.0,42.0,9,0.0,0.1974,1.6283,864.0049,6008.5248,7.6,,,,,
Atual_M2_PCA80,KMeans,lloyd,k-means++,300.0,10.0,20.0,42.0,10,0.0,0.1799,1.6416,808.6525,5793.1222,7.57,,,,,
Atual_M2_PCA80,KMeans,lloyd,k-means++,300.0,10.0,50.0,42.0,10,0.0,0.1805,1.6428,808.8098,5792.2966,7.8,,,,,
Atual_M2_PCA80,KMeans,lloyd,k-means++,500.0,2.0,20.0,42.0,2,0.0,0.3307,1.1974,1928.5127,12106.3148,39.13,,,,,
Atual_M2_PCA80,KMeans,lloyd,k-means++,500.0,2.0,50.0,42.0,2,0.0,0.3307,1.1974,1928.5127,12106.3148,39.13,,,,,
Atual_M2_PCA80,KMeans,lloyd,k-means++,500.0,3.0,20.0,42.0,3,0.0,0.2722,1.3263,1651.5259,9463.7436,30.63,,,,,
Atual_M2_PCA80,KMeans,lloyd,k-means++,500.0,3.0,50.0,42.0,3,0.0,0.2722,1.3263,1651.5259,9463.7436,30.63,,,,,
Atual_M2_PCA80,KMeans,lloyd,k-means++,500.0,4.0,20.0,42.0,4,0.0,0.2283,1.5558,1342.7032,8485.3815,18.47,,,,,
Atual_M2_PCA80,KMeans,lloyd,k-means++,500.0,4.0,50.0,42.0,4,0.0,0.2283,1.5558,1342.7032,8485.3815,18.47,,,,,
Atual_M2_PCA80,KMeans,lloyd,k-means++,500.0,5.0,20.0,42.0,5,0.0,0.2129,1.5157,1198.1756,7650.8099,11.27,,,,,
Atual_M2_PCA80,KMeans,lloyd,k-means++,500.0,5.0,50.0,42.0,5,0.0,0.2129,1.5157,1198.1756,7650.8099,11.27,,,,,
Atual_M2_PCA80,KMeans,lloyd,k-means++,500.0,6.0,20.0,42.0,6,0.0,0.2088,1.524,1091.9802,7045.5605,10.7,,,,,
Atual_M2_PCA80,KMeans,lloyd,k-means++,500.0,6.0,50.0,42.0,6,0.0,0.2088,1.524,1091.9802,7045.5605,10.7,,,,,
Atual_M2_PCA80,KMeans,lloyd,k-means++,500.0,7.0,20.0,42.0,7,0.0,0.2125,1.5632,1002.0019,6612.1452,10.6,,,,,
Atual_M2_PCA80,KMeans,lloyd,k-means++,500.0,7.0,50.0,42.0,7,0.0,0.2123,1.5629,1002.0212,6612.0602,10.73,,,,,
Atual_M2_PCA80,KMeans,lloyd,k-means++,500.0,8.0,20.0,42.0,8,0.0,0.1991,1.5887,933.8307,6246.631,9.4,,,,,
Atual_M2_PCA80,KMeans,lloyd,k-means++,500.0,8.0,50.0,42.0,8,0.0,0.1991,1.5856,933.838,6246.5512,9.17,,,,,
Atual_M2_PCA80,KMeans,lloyd,k-means++,500.0,9.0,20.0,42.0,9,0.0,0.1974,1.6283,864.0049,6008.5248,7.6,,,,,
Atual_M2_PCA80,KMeans,lloyd,k-means++,500.0,9.0,50.0,42.0,9,0.0,0.1974,1.6283,864.0049,6008.5248,7.6,,,,,
Atual_M2_PCA80,KMeans,lloyd,k-means++,500.0,10.0,20.0,42.0,10,0.0,0.1799,1.6416,808.6525,5793.1222,7.57,,,,,
Atual_M2_PCA80,KMeans,lloyd,k-means++,500.0,10.0,50.0,42.0,10,0.0,0.1805,1.6428,808.8098,5792.2966,7.8,,,,,
Atual_M2_PCA80,MiniBatchKMeans,,k-means++,300.0,2.0,20.0,42.0,2,0.0,0.3294,1.2022,1928.0677,12110.4737,39.9,512.0,,,,
Atual_M2_PCA80,MiniBatchKMeans,,k-means++,300.0,3.0,20.0,42.0,3,0.0,0.2703,1.3157,1609.9894,9680.5567,25.83,512.0,,,,
Atual_M2_PCA80,MiniBatchKMeans,,k-means++,300.0,4.0,20.0,42.0,4,0.0,0.2169,1.5948,1331.7487,8535.1914,20.5,512.0,,,,
Atual_M2_PCA80,MiniBatchKMeans,,k-means++,300.0,5.0,20.0,42.0,5,0.0,0.2053,1.5484,1186.2171,7713.584,12.67,512.0,,,,
Atual_M2_PCA80,MiniBatchKMeans,,k-means++,300.0,6.0,20.0,42.0,6,0.0,0.2033,1.6704,1048.9165,7248.1074,12.13,512.0,,,,
Atual_M2_PCA80,MiniBatchKMeans,,k-means++,300.0,7.0,20.0,42.0,7,0.0,0.2062,1.6037,996.538,6647.0165,10.17,512.0,,,,
Atual_M2_PCA80,MiniBatchKMeans,,k-means++,300.0,8.0,20.0,42.0,8,0.0,0.1967,1.6115,912.0405,6381.6461,8.53,512.0,,,,
Atual_M2_PCA80,MiniBatchKMeans,,k-means++,300.0,9.0,20.0,42.0,9,0.0,0.1797,1.7094,849.9565,6103.6711,8.63,512.0,,,,
Atual_M2_PCA80,MiniBatchKMeans,,k-means++,300.0,10.0,20.0,42.0,10,0.0,0.1772,1.6502,798.1673,5871.6714,6.9,512.0,,,,
Atual_M2_PCA80,MiniBatchKMeans,,k-means++,300.0,2.0,20.0,42.0,2,0.0,0.3258,1.2149,1920.1172,12141.7207,42.03,2048.0,,,,
Atual_M2_PCA80,MiniBatchKMeans,,k-means++,300.0,3.0,20.0,42.0,3,0.0,0.2693,1.3391,1638.1685,9528.8243,29.7,2048.0,,,,
Atual_M2_PCA80,MiniBatchKMeans,,k-means++,300.0,4.0,20.0,42.0,4,0.0,0.2475,1.4525,1289.1289,8689.5526,17.0,2048.0,,,,
